Mun;Mas;Fem;0 a 4 anos;5 a 9 anos;10 a 14 anos;15 a 19 anos;20 a 29 anos;30 a 39 anos;40 a 49 anos;50 a 59 anos;60 a 69 anos;70 a 79 anos;80 anos e mais;Médico Cirurgião Geral;Médico Clínico;Médico Ginecologista Obstetra;Médico de família e comunidade;Médico Pediatra;Médico geriatra;Médico urologista;Assistente Social;Enfermeiro;Fisioterapeuta;Fonoaudiólogo;Nutricionista;Odontólogo;Psicólogo;Psiquiatra;POSTO DE SAUDE;CENTRO DE SAUDE/UNIDADE BASICA;POLICLINICA;HOSPITAL GERAL;HOSPITAL ESPECIALIZADO;PRONTO SOCORRO GERAL;PRONTO SOCORRO ESPECIALIZADO
260120 Arcoverde;35380;39915;5692;5843;6000;6379;12433;11477;9399;7812;5245;3301;1714;7.0;48.0;11.0;0.0;18.0;0.0;0.0;19.0;138.0;52.0;12.0;16.0;23.0;36.0;3.0;5.0;29.0;1.0;2.0;0.0;0.0;0.0
260130 Barra de Guabiraba;7582;7050;1215;1196;1152;1237;2640;2393;1949;1355;815;434;246;0.0;7.0;1.0;0.0;1.0;0.0;0.0;2.0;10.0;4.0;1.0;5.0;4.0;3.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0
260140 Barreiros;20846;22020;3502;3657;3702;3648;7155;6705;5676;4251;2585;1345;640;3.0;22.0;0.0;0.0;0.0;0.0;0.0;4.0;22.0;11.0;2.0;3.0;1.0;4.0;1.0;0.0;15.0;1.0;1.0;0.0;0.0;0.0
260150 Belém de Maria;5946;6223;1023;1066;1006;1027;2157;1857;1528;1118;704;444;239;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;2.0;0.0;1.0;1.0;1.0;0.0;3.0;5.0;0.0;0.0;0.0;0.0;0.0
260160 Belém do São Francisco;10384;10346;1800;1787;1764;1787;3483;3106;2557;1968;1254;796;428;0.0;12.0;0.0;0.0;0.0;0.0;0.0;1.0;10.0;2.0;0.0;2.0;3.0;2.0;0.0;3.0;7.0;0.0;1.0;0.0;0.0;0.0
260170 Belo Jardim;36792;40138;5483;5587;5556;5934;13457;12161;9950;8307;5368;3308;1819;2.0;19.0;2.0;0.0;3.0;0.0;0.0;7.0;52.0;16.0;5.0;6.0;8.0;15.0;1.0;9.0;16.0;1.0;2.0;0.0;0.0;0.0
260180 Betânia;6494;6317;1074;1073;1012;1005;1953;2011;1667;1223;854;633;306;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;2.0;0.0;1.0;0.0;1.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0
260190 Bezerros;29075;31885;3754;3960;4024;4337;9749;9593;8968;6990;4616;3181;1788;1.0;47.0;3.0;0.0;3.0;0.0;1.0;9.0;32.0;18.0;3.0;5.0;10.0;11.0;2.0;3.0;19.0;1.0;3.0;0.0;0.0;0.0
260200 Bodocó;19340;19265;3516;3482;3255;3123;6489;5841;4584;3598;2432;1543;742;0.0;28.0;0.0;0.0;0.0;0.0;0.0;5.0;17.0;10.0;1.0;4.0;3.0;5.0;1.0;12.0;0.0;1.0;1.0;0.0;0.0;0.0
260210 Bom Conselho;23910;25065;4156;4174;3996;3935;8081;7287;6137;4766;3166;2186;1091;0.0;14.0;0.0;0.0;3.0;0.0;0.0;7.0;19.0;9.0;3.0;1.0;14.0;6.0;3.0;2.0;16.0;0.0;1.0;0.0;0.0;0.0
260220 Bom Jardim;19521;20517;2554;2693;2611;2689;6427;6332;5713;4639;3144;2078;1158;0.0;12.0;1.0;0.0;2.0;0.0;0.0;1.0;10.0;12.0;2.0;3.0;10.0;3.0;1.0;8.0;12.0;0.0;1.0;0.0;0.0;0.0
260230 Bonito;18647;19454;3009;3071;2896;2948;6421;5633;4864;3907;2647;1731;974;0.0;8.0;1.0;0.0;2.0;0.0;0.0;3.0;19.0;6.0;1.0;3.0;4.0;2.0;0.0;2.0;13.0;1.0;1.0;0.0;0.0;0.0
260240 Brejão;4381;4600;746;746;694;672;1549;1345;1156;888;590;384;211;0.0;4.0;1.0;0.0;0.0;0.0;0.0;1.0;8.0;3.0;0.0;1.0;1.0;2.0;0.0;2.0;7.0;0.0;1.0;0.0;0.0;0.0
260250 Brejinho;3726;3763;553;566;551;542;1168;1240;987;840;488;364;190;0.0;6.0;0.0;0.0;1.0;0.0;0.0;0.0;6.0;4.0;0.0;1.0;0.0;2.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0
260260 Brejo da Madre de Deus;25341;26355;4386;4359;4341;4531;9405;8170;6100;4597;2898;1914;995;0.0;13.0;1.0;0.0;0.0;0.0;0.0;3.0;25.0;10.0;2.0;3.0;2.0;4.0;0.0;0.0;13.0;2.0;0.0;0.0;0.0;0.0
260270 Buenos Aires;6580;6644;981;1004;1025;1047;1920;2097;1879;1490;993;555;233;0.0;5.0;1.0;0.0;0.0;0.0;0.0;1.0;8.0;2.0;0.0;2.0;3.0;1.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0
260280 Buíque;29250;30198;5877;5818;5244;5030;10216;8363;6809;5381;3390;2203;1117;0.0;7.0;0.0;0.0;1.0;0.0;0.0;2.0;17.0;5.0;0.0;3.0;1.0;3.0;2.0;0.0;14.0;0.0;2.0;0.0;0.0;0.0
260290 Cabo de Santo Agostinho;103672;107124;14307;14842;15614;17059;36257;35458;31686;22173;13964;6771;2665;21.0;177.0;42.0;1.0;76.0;1.0;4.0;49.0;323.0;117.0;35.0;42.0;78.0;53.0;10.0;2.0;51.0;5.0;6.0;3.0;0.0;0.0
260300 Cabrobó;17065;17713;3094;3061;2999;3087;6047;5251;4322;3134;1966;1188;629;1.0;12.0;0.0;0.0;1.0;0.0;0.0;5.0;22.0;7.0;1.0;3.0;5.0;7.0;2.0;0.0;12.0;2.0;1.0;0.0;0.0;0.0
260310 Cachoeirinha;10017;10601;1443;1470;1476;1619;3367;3402;2668;2233;1381;944;615;0.0;7.0;1.0;0.0;0.0;0.0;0.0;0.0;8.0;4.0;0.0;1.0;1.0;2.0;0.0;7.0;0.0;1.0;0.0;0.0;0.0;0.0
260320 Caetés;14583;14482;2593;2575;2431;2333;5019;4697;3294;2612;1740;1152;619;1.0;7.0;0.0;0.0;1.0;0.0;0.0;1.0;13.0;6.0;1.0;3.0;0.0;2.0;0.0;0.0;13.0;0.0;2.0;0.0;0.0;0.0
260330 Calçado;5539;5444;943;947;892;812;1827;1649;1388;1120;699;448;258;0.0;6.0;0.0;0.0;0.0;0.0;0.0;1.0;10.0;3.0;1.0;2.0;1.0;2.0;1.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0
260340 Calumbi;2747;2997;426;432;408;419;843;892;766;666;426;305;161;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;1.0;1.0;1.0;2.0;1.0;0.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0
260345 Camaragibe;75449;84496;9747;10113;10659;12310;26257;25428;25276;18973;12056;6461;2665;1.0;67.0;17.0;1.0;30.0;0.0;0.0;33.0;131.0;27.0;10.0;17.0;41.0;61.0;9.0;0.0;46.0;0.0;1.0;8.0;1.0;0.0
260350 Camocim de São Félix;9327;9705;1288;1345;1328;1462;3213;2873;2564;2148;1413;880;518;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;9.0;4.0;0.0;1.0;1.0;2.0;0.0;7.0;2.0;0.0;0.0;0.0;0.0;0.0
260360 Camutanga;4339;4253;606;638;624;615;1374;1326;1166;990;600;409;244;0.0;5.0;1.0;0.0;0.0;0.0;0.0;1.0;14.0;2.0;1.0;2.0;0.0;3.0;1.0;0.0;4.0;1.0;1.0;0.0;0.0;0.0
260370 Canhotinho;12570;12173;1920;1954;1874;1903;4169;3837;3186;2415;1701;1159;625;1.0;7.0;1.0;0.0;1.0;0.0;0.0;4.0;15.0;4.0;1.0;1.0;1.0;5.0;0.0;1.0;12.0;0.0;1.0;0.0;0.0;0.0
260380 Capoeiras;10011;10037;1627;1660;1570;1447;3359;3077;2423;2017;1433;943;492;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;2.0;3.0;0.0;1.0;2.0;2.0;0.0;0.0;10.0;0.0;1.0;0.0;0.0;0.0
260390 Carnaíba;9706;9960;1460;1521;1464;1374;3057;2919;2632;2215;1515;975;534;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0;13.0;3.0;2.0;2.0;1.0;2.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0
260392 Carnaubeira da Penha;6703;6414;1472;1413;1284;1214;2343;1898;1325;927;601;424;216;1.0;10.0;0.0;0.0;0.0;0.0;0.0;2.0;13.0;1.0;0.0;1.0;5.0;2.0;1.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0
260400 Carpina;40175;44956;5572;5847;6138;6537;13665;13425;12862;9756;6447;3353;1529;2.0;28.0;6.0;0.0;11.0;0.0;2.0;9.0;35.0;51.0;5.0;14.0;28.0;31.0;1.0;1.0;22.0;1.0;1.0;0.0;0.0;0.0
260410 Caruaru;175490;193853;25742;26583;28659;31510;64432;61456;50492;38480;22777;12904;6308;37.0;247.0;47.0;0.0;132.0;1.0;4.0;127.0;929.0;331.0;42.0;136.0;137.0;154.0;7.0;1.0;66.0;1.0;11.0;2.0;1.0;1.0
260415 Casinhas;7160;7235;1099;1112;1077;1102;2363;2400;1769;1410;996;654;413;0.0;4.0;1.0;0.0;0.0;0.0;0.0;0.0;9.0;3.0;1.0;2.0;1.0;1.0;1.0;2.0;7.0;0.0;0.0;0.0;0.0;0.0
260420 Catende;21337;22441;3678;3789;3739;3651;7373;6822;5536;4330;2722;1431;707;0.0;6.0;0.0;0.0;0.0;0.0;0.0;12.0;15.0;6.0;1.0;4.0;3.0;6.0;0.0;0.0;11.0;0.0;0.0;0.0;0.0;0.0
260430 Cedro;5979;5993;961;972;950;972;2120;1945;1417;1200;719;480;236;0.0;7.0;0.0;0.0;2.0;0.0;0.0;0.0;15.0;4.0;0.0;1.0;4.0;1.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0
260440 Chã de Alegria;6571;7070;1010;1003;984;1053;2233;2255;1903;1427;943;581;249;0.0;6.0;1.0;0.0;0.0;0.0;0.0;1.0;9.0;3.0;1.0;1.0;0.0;0.0;1.0;0.0;6.0;1.0;0.0;0.0;0.0;0.0
260450 Chã Grande;10751;11178;1614;1638;1612;1710;3633;3399;3216;2135;1548;956;468;1.0;8.0;1.0;0.0;0.0;0.0;0.0;3.0;7.0;5.0;0.0;2.0;4.0;4.0;0.0;0.0;9.0;1.0;1.0;0.0;0.0;0.0
260460 Condado;12906;13849;2080;2116;2093;2146;4349;3860;3673;2862;1908;1116;552;0.0;5.0;0.0;0.0;0.0;0.0;0.0;2.0;4.0;7.0;1.0;2.0;0.0;1.0;0.0;0.0;10.0;0.0;1.0;0.0;0.0;0.0
260470 Correntes;9100;9227;1460;1469;1415;1401;2984;2990;2291;1701;1324;834;458;1.0;2.0;0.0;0.0;1.0;0.0;0.0;1.0;8.0;4.0;1.0;0.0;4.0;2.0;0.0;1.0;7.0;0.0;1.0;0.0;0.0;0.0
260480 Cortês;6320;6223;984;1013;996;1080;2200;2078;1705;1231;724;371;161;0.0;8.0;0.0;0.0;1.0;0.0;0.0;1.0;10.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;8.0;0.0;1.0;0.0;0.0;0.0
260490 Cumaru;4664;4830;597;643;659;667;1402;1372;1271;1145;852;563;323;0.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;2.0;0.0;1.0;5.0;2.0;0.0;4.0;11.0;0.0;0.0;0.0;0.0;0.0
260500 Cupira;11488;12749;1721;1758;1771;1907;4172;3862;3273;2428;1662;1094;589;0.0;7.0;0.0;0.0;1.0;0.0;0.0;2.0;10.0;6.0;0.0;3.0;2.0;2.0;0.0;0.0;9.0;0.0;1.0;0.0;0.0;0.0
260510 Custódia;18702;18931;2711;2883;2894;2731;5748;6073;4933;4161;2738;1784;977;0.0;11.0;0.0;0.0;1.0;0.0;0.0;1.0;22.0;5.0;1.0;2.0;5.0;4.0;1.0;1.0;15.0;0.0;1.0;0.0;0.0;0.0
260515 Dormentes;9893;9353;1587;1593;1519;1473;3252;2953;2439;1912;1300;829;389;0.0;8.0;1.0;0.0;0.0;0.0;0.0;3.0;5.0;3.0;1.0;1.0;4.0;2.0;1.0;1.0;8.0;1.0;1.0;0.0;0.0;0.0
260520 Escada;34232;35469;5081;5174;5234;5731;11998;11698;9754;7410;4380;2215;1026;3.0;13.0;1.0;0.0;1.0;0.0;1.0;2.0;27.0;13.0;5.0;5.0;6.0;7.0;0.0;18.0;9.0;0.0;2.0;0.0;0.0;0.0
260530 Exu;15447;16262;2767;2731;2560;2435;5036;4776;3788;3152;2148;1492;824;1.0;11.0;0.0;0.0;3.0;0.0;0.0;6.0;17.0;7.0;1.0;3.0;4.0;4.0;2.0;1.0;15.0;0.0;1.0;0.0;0.0;0.0
260540 Feira Nova;10776;11584;1593;1633;1596;1667;3571;3433;3075;2415;1705;1095;577;1.0;7.0;0.0;0.0;0.0;0.0;0.0;1.0;16.0;6.0;1.0;2.0;3.0;5.0;1.0;0.0;9.0;0.0;2.0;0.0;0.0;0.0
260545 Fernando de Noronha;1479;1661;208;193;199;222;528;604;519;439;177;37;14;0.0;5.0;0.0;0.0;1.0;0.0;0.0;2.0;8.0;2.0;1.0;1.0;1.0;3.0;1.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0
260550 Ferreiros;5964;6252;895;899;892;958;1940;1905;1721;1288;902;549;267;0.0;4.0;1.0;0.0;1.0;0.0;0.0;0.0;6.0;3.0;1.0;1.0;1.0;2.0;0.0;1.0;6.0;0.0;0.0;0.0;0.0;0.0
260560 Flores;11233;11379;1612;1629;1575;1645;3262;3410;2987;2599;1814;1316;763;0.0;4.0;0.0;0.0;0.0;0.0;0.0;1.0;8.0;2.0;1.0;1.0;6.0;1.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0
260570 Floresta;16651;16837;3012;2999;3011;2992;5884;5114;3969;2886;1773;1217;631;0.0;9.0;2.0;0.0;0.0;0.0;0.0;3.0;15.0;5.0;1.0;3.0;5.0;2.0;0.0;0.0;9.0;0.0;2.0;0.0;0.0;0.0
260580 Frei Miguelinho;7710;7923;1010;1046;1038;1034;2306;2503;2086;1777;1265;968;600;0.0;6.0;0.0;0.0;0.0;0.0;0.0;1.0;9.0;3.0;1.0;4.0;4.0;2.0;1.0;0.0;9.0;0.0;0.0;0.0;0.0;0.0
260590 Gameleira;15973;15605;2425;2533;2493;2873;6057;5339;4090;2860;1654;889;365;0.0;10.0;1.0;0.0;0.0;0.0;0.0;2.0;13.0;7.0;0.0;2.0;1.0;3.0;0.0;8.0;2.0;1.0;0.0;0.0;0.0;0.0
260600 Garanhuns;66774;74573;10679;10940;11236;11395;23197;22257;18909;14382;9767;5781;2804;12.0;64.0;14.0;0.0;21.0;0.0;2.0;32.0;147.0;46.0;16.0;36.0;92.0;53.0;2.0;0.0;40.0;4.0;6.0;3.0;0.0;0.0
260610 Glória do Goitá;15049;15798;2265;2297;2205;2280;5083;5030;4299;3201;2147;1366;674;0.0;9.0;0.0;0.0;2.0;0.0;0.0;2.0;14.0;9.0;0.0;5.0;5.0;5.0;1.0;0.0;9.0;0.0;0.0;0.0;0.0;0.0
260620 Goiana;38411;41934;5701;5882;6024;6370;12924;12525;11519;9025;5792;3104;1479;11.0;58.0;25.0;0.0;14.0;0.0;1.0;26.0;127.0;33.0;10.0;21.0;30.0;26.0;6.0;1.0;27.0;3.0;4.0;0.0;0.0;0.0
260630 Granito;3877;3709;606;611;584;642;1224;1171;951;729;487;375;206;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;5.0;0.0;1.0;0.0;0.0;0.0
260640 Gravatá;41007;44302;5631;5907;6038;6521;14267;13580;12104;9493;6189;3646;1933;1.0;38.0;2.0;0.0;7.0;0.0;0.0;11.0;48.0;19.0;6.0;12.0;20.0;27.0;1.0;0.0;20.0;3.0;1.0;0.0;0.0;0.0
260650 Iati;9624;9660;1786;1730;1588;1580;3201;2758;2318;1770;1269;860;424;0.0;3.0;0.0;0.0;0.0;0.0;0.0;1.0;7.0;2.0;0.0;1.0;0.0;1.0;0.0;0.0;8.0;0.0;1.0;0.0;0.0;0.0
260660 Ibimirim;14829;14756;2620;2598;2450;2433;5171;4759;3375;2801;1749;1119;510;0.0;5.0;0.0;0.0;0.0;0.0;0.0;1.0;18.0;6.0;1.0;2.0;3.0;3.0;0.0;1.0;12.0;1.0;1.0;0.0;0.0;0.0
260670 Ibirajuba;3907;3866;592;590;549;566;1220;1180;986;799;564;447;280;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;3.0;0.0;2.0;0.0;3.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0
260680 Igarassu;57208;62482;8084;8359;8646;9503;20082;18655;18046;13743;8383;4316;1873;1.0;51.0;4.0;0.0;27.0;0.0;0.0;16.0;99.0;22.0;5.0;11.0;16.0;47.0;10.0;1.0;35.0;4.0;1.0;3.0;0.0;0.0
260690 Iguaracy;6188;6077;893;932;906;787;1688;1868;1571;1524;1056;676;364;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;10.0;3.0;0.0;3.0;1.0;1.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0
260760 Ilha de Itamaracá;16065;11011;1591;1669;1898;2454;5157;4647;4046;2817;1670;811;316;0.0;8.0;0.0;0.0;1.0;0.0;0.0;6.0;30.0;7.0;2.0;3.0;4.0;13.0;5.0;0.0;12.0;0.0;0.0;0.0;0.0;0.0
260700 Inajá;12256;11778;2616;2514;2450;2447;4311;3818;2390;1700;993;556;239;0.0;5.0;0.0;0.0;0.0;0.0;0.0;1.0;13.0;4.0;1.0;2.0;2.0;2.0;0.0;2.0;8.0;0.0;1.0;0.0;0.0;0.0
260710 Ingazeira;2341;2196;297;311;302;333;736;681;590;521;380;259;127;0.0;3.0;0.0;0.0;0.0;0.0;0.0;1.0;8.0;1.0;0.0;1.0;2.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0
260720 Ipojuca;49252;49849;8447;8549;8845;9415;18178;16261;13283;8689;4406;2139;889;1.0;69.0;22.0;0.0;19.0;1.0;0.0;13.0;86.0;17.0;10.0;14.0;29.0;15.0;5.0;1.0;24.0;4.0;1.0;0.0;0.0;0.0
260730 Ipubi;15691;15824;3164;3093;2921;2887;5385;4718;3509;2591;1581;1067;599;0.0;3.0;0.0;0.0;0.0;0.0;0.0;7.0;13.0;12.0;0.0;3.0;2.0;4.0;0.0;0.0;11.0;1.0;0.0;0.0;0.0;0.0
260740 Itacuruba;2494;2519;444;435;452;486;817;738;618;470;286;177;90;0.0;4.0;0.0;0.0;0.0;0.0;0.0;2.0;7.0;2.0;0.0;1.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0
260750 Itaíba;13055;13213;2308;2247;2083;2116;4441;3853;3032;2539;1788;1257;604;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;3.0;0.0;1.0;3.0;1.0;0.0;0.0;11.0;0.0;1.0;0.0;0.0;0.0
260765 Itambé;17951;18544;2860;2881;2829;2846;6024;5941;4984;3677;2391;1360;702;1.0;9.0;0.0;0.0;1.0;0.0;0.0;2.0;14.0;15.0;2.0;3.0;5.0;7.0;2.0;2.0;14.0;1.0;1.0;0.0;0.0;0.0
260770 Itapetim;6678;6814;892;947;944;876;1825;2203;1759;1538;1204;829;475;1.0;3.0;0.0;0.0;1.0;0.0;0.0;3.0;9.0;8.0;0.0;5.0;1.0;4.0;1.0;0.0;7.0;0.0;1.0;0.0;0.0;0.0
260775 Itapissuma;14142;13002;1952;1956;2021;2429;4794;4579;3756;2666;1712;900;379;1.0;9.0;0.0;0.0;1.0;0.0;0.0;2.0;10.0;6.0;1.0;4.0;3.0;5.0;1.0;2.0;11.0;0.0;1.0;0.0;0.0;0.0
260780 Itaquitinga;8515;8541;1408;1409;1397;1462;2805;2713;2283;1705;1031;587;256;0.0;7.0;0.0;0.0;0.0;0.0;0.0;2.0;14.0;2.0;0.0;1.0;3.0;4.0;2.0;0.0;8.0;0.0;1.0;0.0;0.0;0.0
260790 Jaboatão dos Guararapes;332868;378462;45311;47099;50067;55235;116541;112427;105628;83552;56076;28199;11195;18.0;351.0;83.0;3.0;258.0;1.0;6.0;88.0;519.0;234.0;72.0;87.0;295.0;149.0;10.0;0.0;121.0;14.0;9.0;1.0;0.0;0.0
260795 Jaqueira;5738;5894;1023;1037;989;986;2093;1902;1372;1073;635;363;159;0.0;3.0;0.0;0.0;1.0;0.0;0.0;3.0;9.0;3.0;1.0;3.0;1.0;2.0;0.0;1.0;6.0;0.0;1.0;0.0;0.0;0.0
260800 Jataúba;8661;8644;1382;1377;1312;1465;3095;2578;1951;1734;1182;799;430;0.0;4.0;0.0;0.0;0.0;0.0;0.0;2.0;9.0;5.0;0.0;0.0;1.0;4.0;0.0;5.0;9.0;0.0;0.0;0.0;0.0;0.0
260805 Jatobá;7288;7616;1106;1150;1152;1154;2288;2329;1897;1573;1198;730;327;1.0;6.0;1.0;0.0;0.0;0.0;0.0;0.0;25.0;4.0;0.0;2.0;4.0;4.0;1.0;0.0;5.0;0.0;1.0;0.0;0.0;0.0
260810 João Alfredo;16250;17320;2300;2373;2283;2373;5593;5461;4628;3457;2444;1681;977;0.0;6.0;1.0;0.0;1.0;0.0;0.0;2.0;13.0;4.0;2.0;2.0;8.0;3.0;0.0;1.0;12.0;1.0;1.0;0.0;0.0;0.0
260820 Joaquim Nabuco;8033;7966;1375;1379;1315;1370;2762;2589;2096;1566;852;483;212;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;1.0;1.0;3.0;0.0;2.0;0.0;2.0;7.0;0.0;0.0;0.0;0.0;0.0
260825 Jucati;5792;5753;1036;1017;957;937;1948;1761;1416;1100;688;461;224;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;7.0;3.0;0.0;0.0;0.0;3.0;0.0;0.0;5.0;0.0;1.0;0.0;0.0;0.0
260830 Jupi;7416;7591;1170;1182;1142;1156;2563;2347;1855;1592;1045;636;319;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;8.0;0.0;1.0;0.0;0.0;0.0
260840 Jurema;7609;7874;1347;1325;1187;1176;2497;2164;1871;1512;1132;789;483;0.0;3.0;0.0;0.0;0.0;0.0;0.0;2.0;14.0;6.0;1.0;3.0;0.0;3.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0
260850 Lagoa de Itaenga;10288;11202;1685;1726;1681;1656;3614;3311;2913;2102;1449;910;443;0.0;2.0;1.0;0.0;1.0;0.0;0.0;2.0;8.0;1.0;2.0;1.0;2.0;5.0;1.0;0.0;9.0;1.0;0.0;0.0;0.0;0.0
260845 Lagoa do Carro;8859;9570;1395;1421;1428;1427;2878;2782;2718;2061;1304;710;305;0.0;6.0;0.0;0.0;1.0;0.0;0.0;2.0;8.0;5.0;1.0;2.0;4.0;1.0;0.0;5.0;10.0;1.0;0.0;0.0;0.0;0.0
260860 Lagoa do Ouro;6496;6804;1114;1118;1014;1007;2124;1943;1747;1345;951;650;287;0.0;2.0;0.0;0.0;0.0;0.0;0.0;4.0;9.0;2.0;1.0;2.0;0.0;2.0;0.0;7.0;1.0;0.0;1.0;0.0;0.0;0.0
260870 Lagoa dos Gatos;8198;8147;1374;1354;1241;1231;2787;2491;2027;1622;1078;740;400;0.0;3.0;0.0;0.0;0.0;0.0;0.0;1.0;10.0;2.0;0.0;1.0;0.0;1.0;0.0;0.0;8.0;0.0;1.0;0.0;0.0;0.0
260875 Lagoa Grande;12840;13250;2474;2378;2248;2396;4765;4029;3037;2218;1333;829;383;0.0;6.0;2.0;0.0;1.0;0.0;0.0;2.0;15.0;6.0;2.0;1.0;5.0;5.0;1.0;0.0;10.0;0.0;1.0;0.0;0.0;0.0
260880 Lajedo;19435;21448;3108;3174;3192;3333;6640;6386;5254;3986;2873;1902;1035;0.0;8.0;1.0;0.0;1.0;0.0;0.0;3.0;13.0;6.0;1.0;4.0;6.0;5.0;0.0;0.0;14.0;0.0;1.0;0.0;0.0;0.0
260890 Limoeiro;27655;28494;3191;3367;3527;4045;8882;9271;8287;6748;4470;2902;1459;3.0;29.0;9.0;0.0;15.0;0.0;0.0;14.0;104.0;29.0;7.0;15.0;17.0;32.0;3.0;4.0;21.0;2.0;2.0;0.0;0.0;0.0
260900 Macaparana;12533;13032;1831;1923;1867;1810;4244;4006;3378;2568;2050;1181;707;0.0;9.0;1.0;0.0;2.0;0.0;0.0;2.0;13.0;4.0;2.0;2.0;4.0;4.0;0.0;0.0;12.0;0.0;0.0;0.0;0.0;0.0
260910 Machados;7998;8551;1465;1418;1369;1353;2720;2926;2180;1417;878;547;276;0.0;5.0;1.0;0.0;1.0;0.0;0.0;1.0;5.0;6.0;1.0;2.0;1.0;2.0;0.0;0.0;5.0;0.0;1.0;0.0;0.0;0.0
260915 Manari;11378;10732;2444;2266;2024;2115;4214;3402;2029;1561;1036;701;318;0.0;2.0;0.0;0.0;0.0;0.0;0.0;3.0;11.0;2.0;0.0;1.0;0.0;2.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0
260920 Maraial;5551;5547;1041;1030;970;977;2017;1645;1309;987;642;333;147;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;1.0;0.0;2.0;1.0;1.0;0.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0
260930 Mirandiba;7783;7765;1357;1377;1320;1267;2563;2390;1798;1462;1001;642;371;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;9.0;4.0;1.0;2.0;4.0;1.0;0.0;0.0;5.0;1.0;0.0;0.0;0.0;0.0
261430 Moreilândia;5635;5634;907;920;895;888;1780;1788;1422;1121;727;534;287;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;3.0;0.0;0.0;0.0;3.0;0.0;1.0;5.0;1.0;1.0;0.0;0.0;0.0
260940 Moreno;30880;32912;4060;4273;4513;5208;10553;10289;9291;7285;4714;2482;1124;1.0;14.0;0.0;0.0;1.0;0.0;0.0;6.0;36.0;6.0;4.0;9.0;13.0;9.0;1.0;2.0;18.0;0.0;1.0;0.0;0.0;0.0
260950 Nazaré da Mata;15395;17278;2072;2238;2384;2398;4820;4992;4775;3897;2836;1573;688;1.0;13.0;5.0;0.0;12.0;0.0;0.0;7.0;26.0;6.0;2.0;4.0;7.0;7.0;1.0;2.0;15.0;1.0;1.0;0.0;0.0;0.0
260960 Olinda;180068;213666;22733;24230;26277;28594;59558;60450;59194;49668;34524;19529;8977;6.0;181.0;44.0;0.0;83.0;0.0;4.0;28.0;265.0;113.0;26.0;22.0;86.0;70.0;9.0;0.0;41.0;10.0;4.0;2.0;2.0;0.0
260970 Orobó;11709;12276;1676;1754;1692;1624;3824;3788;3085;2711;1872;1212;747;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;4.0;1.0;2.0;1.0;1.0;0.0;4.0;10.0;0.0;1.0;0.0;0.0;0.0
260980 Orocó;7646;7663;1429;1412;1346;1298;2629;2327;1931;1378;797;538;224;0.0;3.0;0.0;0.0;0.0;0.0;0.0;2.0;12.0;2.0;1.0;1.0;0.0;2.0;0.0;0.0;8.0;0.0;1.0;0.0;0.0;0.0
