Mun;POSTO DE SAUDE;CENTRO DE SAUDE/UNIDADE BASICA;POLICLINICA;HOSPITAL GERAL;HOSPITAL ESPECIALIZADO;PRONTO SOCORRO GERAL;PRONTO SOCORRO ESPECIALIZADO;Total
316045 Santo Antônio do Retiro;0.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0
316050 Santo Antônio do Rio Abaixo;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
316060 Santo Hipólito;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
316070 Santos Dumont;1.0;19.0;2.0;1.0;0.0;0.0;0.0;23.0
316080 São Bento Abade;0.0;4.0;0.0;0.0;0.0;0.0;0.0;4.0
316090 São Brás do Suaçuí;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
316095 São Domingos das Dores;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0
316100 São Domingos do Prata;4.0;2.0;1.0;1.0;0.0;0.0;0.0;8.0
316105 São Félix de Minas;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
316110 São Francisco;6.0;15.0;1.0;1.0;0.0;0.0;0.0;23.0
316120 São Francisco de Paula;0.0;3.0;1.0;0.0;0.0;0.0;0.0;4.0
316130 São Francisco de Sales;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
316140 São Francisco do Glória;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0
316150 São Geraldo;0.0;4.0;0.0;0.0;0.0;0.0;0.0;4.0
316160 São Geraldo da Piedade;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
316165 São Geraldo do Baixio;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
316170 São Gonçalo do Abaeté;2.0;3.0;0.0;0.0;0.0;0.0;0.0;5.0
316180 São Gonçalo do Pará;0.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0
316190 São Gonçalo do Rio Abaixo;0.0;6.0;0.0;0.0;0.0;0.0;0.0;6.0
312550 São Gonçalo do Rio Preto;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
316200 São Gonçalo do Sapucaí;3.0;7.0;1.0;1.0;0.0;0.0;0.0;12.0
316210 São Gotardo;0.0;12.0;4.0;2.0;0.0;0.0;0.0;18.0
316220 São João Batista do Glória;0.0;3.0;0.0;1.0;0.0;0.0;0.0;4.0
316225 São João da Lagoa;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0
316230 São João da Mata;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
316240 São João da Ponte;0.0;13.0;1.0;1.0;0.0;0.0;0.0;15.0
316245 São João das Missões;0.0;6.0;0.0;0.0;0.0;0.0;0.0;6.0
316250 São João del Rei;2.0;20.0;1.0;2.0;0.0;0.0;0.0;25.0
316255 São João do Manhuaçu;3.0;3.0;0.0;0.0;0.0;0.0;0.0;6.0
316257 São João do Manteninha;1.0;3.0;0.0;1.0;0.0;0.0;0.0;5.0
316260 São João do Oriente;0.0;4.0;0.0;0.0;0.0;0.0;0.0;4.0
316265 São João do Pacuí;4.0;1.0;0.0;0.0;0.0;0.0;0.0;5.0
316270 São João do Paraíso;1.0;8.0;0.0;1.0;0.0;0.0;0.0;10.0
316280 São João Evangelista;0.0;7.0;0.0;1.0;0.0;0.0;0.0;8.0
316290 São João Nepomuceno;3.0;3.0;1.0;1.0;0.0;0.0;0.0;8.0
316292 São Joaquim de Bicas;0.0;10.0;1.0;0.0;0.0;0.0;0.0;11.0
316294 São José da Barra;3.0;2.0;1.0;0.0;0.0;0.0;0.0;6.0
316295 São José da Lapa;0.0;7.0;2.0;0.0;0.0;0.0;0.0;9.0
316300 São José da Safira;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
316310 São José da Varginha;1.0;3.0;0.0;0.0;0.0;0.0;0.0;4.0
316320 São José do Alegre;1.0;2.0;0.0;0.0;0.0;0.0;0.0;3.0
316330 São José do Divino;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
316340 São José do Goiabal;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0
316350 São José do Jacuri;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
316360 São José do Mantimento;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
316370 São Lourenço;0.0;11.0;1.0;1.0;0.0;0.0;0.0;13.0
316380 São Miguel do Anta;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0
316390 São Pedro da União;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0
316410 São Pedro do Suaçuí;0.0;4.0;0.0;0.0;0.0;0.0;0.0;4.0
316400 São Pedro dos Ferros;0.0;3.0;1.0;0.0;0.0;0.0;0.0;4.0
316420 São Romão;0.0;6.0;0.0;1.0;0.0;0.0;0.0;7.0
316430 São Roque de Minas;2.0;3.0;0.0;1.0;0.0;0.0;0.0;6.0
316440 São Sebastião da Bela Vista;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
316443 São Sebastião da Vargem Alegre;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
316447 São Sebastião do Anta;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
316450 São Sebastião do Maranhão;0.0;4.0;0.0;0.0;0.0;0.0;0.0;4.0
316460 São Sebastião do Oeste;0.0;3.0;0.0;0.0;0.0;1.0;0.0;4.0
316470 São Sebastião do Paraíso;1.0;20.0;1.0;1.0;1.0;2.0;0.0;26.0
316480 São Sebastião do Rio Preto;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
316490 São Sebastião do Rio Verde;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
316520 São Thomé das Letras;0.0;4.0;0.0;0.0;0.0;0.0;0.0;4.0
316500 São Tiago;0.0;3.0;0.0;1.0;0.0;0.0;0.0;4.0
316510 São Tomás de Aquino;1.0;3.0;1.0;0.0;0.0;1.0;0.0;6.0
316530 São Vicente de Minas;1.0;3.0;0.0;1.0;0.0;0.0;0.0;5.0
316540 Sapucaí-Mirim;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
316550 Sardoá;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
316553 Sarzedo;0.0;10.0;0.0;1.0;0.0;0.0;0.0;11.0
316556 Sem-Peixe;1.0;2.0;0.0;0.0;0.0;0.0;0.0;3.0
316557 Senador Amaral;1.0;2.0;0.0;0.0;0.0;0.0;0.0;3.0
316560 Senador Cortes;1.0;2.0;0.0;0.0;0.0;0.0;0.0;3.0
316570 Senador Firmino;1.0;4.0;0.0;1.0;0.0;0.0;0.0;6.0
316580 Senador José Bento;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
316590 Senador Modestino Gonçalves;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
316600 Senhora de Oliveira;3.0;1.0;0.0;0.0;0.0;0.0;0.0;4.0
316610 Senhora do Porto;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
316620 Senhora dos Remédios;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0
316630 Sericita;1.0;2.0;0.0;0.0;0.0;0.0;0.0;3.0
316640 Seritinga;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
316650 Serra Azul de Minas;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
316660 Serra da Saudade;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
316680 Serra do Salitre;1.0;4.0;1.0;1.0;0.0;0.0;0.0;7.0
316670 Serra dos Aimorés;0.0;4.0;0.0;0.0;0.0;0.0;0.0;4.0
316690 Serrania;0.0;3.0;1.0;1.0;0.0;0.0;0.0;5.0
316695 Serranópolis de Minas;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0
316700 Serranos;0.0;1.0;1.0;0.0;0.0;0.0;0.0;2.0
316710 Serro;1.0;8.0;1.0;1.0;0.0;0.0;0.0;11.0
316720 Sete Lagoas;0.0;54.0;5.0;4.0;0.0;0.0;1.0;64.0
316555 Setubinha;0.0;4.0;0.0;0.0;0.0;0.0;0.0;4.0
316730 Silveirânia;1.0;2.0;0.0;0.0;0.0;0.0;0.0;3.0
316740 Silvianópolis;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
316750 Simão Pereira;2.0;2.0;0.0;0.0;0.0;0.0;0.0;4.0
316760 Simonésia;0.0;10.0;0.0;0.0;0.0;0.0;0.0;10.0
316770 Sobrália;0.0;4.0;0.0;0.0;0.0;0.0;0.0;4.0
316780 Soledade de Minas;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
316790 Tabuleiro;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0
316800 Taiobeiras;2.0;10.0;2.0;1.0;0.0;1.0;0.0;16.0
316805 Taparuba;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0
316810 Tapira;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
316820 Tapiraí;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0
316830 Taquaraçu de Minas;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0
316840 Tarumirim;2.0;7.0;0.0;1.0;0.0;0.0;0.0;10.0
316850 Teixeiras;0.0;3.0;0.0;1.0;0.0;0.0;0.0;4.0
316860 Teófilo Otoni;0.0;52.0;6.0;4.0;0.0;0.0;0.0;62.0
316870 Timóteo;2.0;14.0;18.0;2.0;0.0;0.0;0.0;36.0
316880 Tiradentes;3.0;2.0;0.0;0.0;0.0;0.0;0.0;5.0
316890 Tiros;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0
316900 Tocantins;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0
316905 Tocos do Moji;2.0;2.0;0.0;0.0;0.0;0.0;0.0;4.0
316910 Toledo;1.0;2.0;0.0;0.0;0.0;0.0;0.0;3.0
316920 Tombos;0.0;5.0;1.0;1.0;0.0;0.0;0.0;7.0
316930 Três Corações;1.0;17.0;1.0;3.0;0.0;0.0;0.0;22.0
316935 Três Marias;0.0;10.0;0.0;1.0;0.0;0.0;0.0;11.0
316940 Três Pontas;1.0;12.0;0.0;2.0;0.0;0.0;0.0;15.0
316950 Tumiritinga;1.0;4.0;0.0;0.0;0.0;0.0;0.0;5.0
316960 Tupaciguara;2.0;5.0;1.0;1.0;0.0;0.0;0.0;9.0
316970 Turmalina;0.0;9.0;0.0;1.0;0.0;0.0;0.0;10.0
316980 Turvolândia;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
316990 Ubá;5.0;23.0;1.0;4.0;0.0;0.0;0.0;33.0
317000 Ubaí;0.0;11.0;0.0;0.0;0.0;0.0;0.0;11.0
317005 Ubaporanga;0.0;6.0;0.0;0.0;0.0;0.0;0.0;6.0
317010 Uberaba;0.0;35.0;18.0;5.0;5.0;0.0;0.0;63.0
317020 Uberlândia;5.0;74.0;63.0;15.0;1.0;0.0;0.0;158.0
317030 Umburatiba;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
317040 Unaí;2.0;14.0;2.0;4.0;0.0;0.0;0.0;22.0
317043 União de Minas;0.0;2.0;0.0;1.0;0.0;0.0;0.0;3.0
317047 Uruana de Minas;0.0;4.0;0.0;0.0;0.0;0.0;0.0;4.0
317050 Urucânia;2.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0
317052 Urucuia;0.0;5.0;0.0;1.0;0.0;0.0;0.0;6.0
317057 Vargem Alegre;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0
317060 Vargem Bonita;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0
317065 Vargem Grande do Rio Pardo;0.0;4.0;0.0;0.0;0.0;0.0;0.0;4.0
317070 Varginha;1.0;22.0;0.0;5.0;0.0;0.0;0.0;28.0
317075 Varjão de Minas;0.0;3.0;1.0;0.0;0.0;0.0;0.0;4.0
317080 Várzea da Palma;1.0;11.0;1.0;2.0;0.0;0.0;0.0;15.0
317090 Varzelândia;1.0;10.0;0.0;1.0;0.0;0.0;0.0;12.0
317100 Vazante;1.0;7.0;0.0;1.0;0.0;0.0;0.0;9.0
317103 Verdelândia;0.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0
317107 Veredinha;1.0;2.0;0.0;0.0;0.0;0.0;0.0;3.0
317110 Veríssimo;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
317115 Vermelho Novo;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
317120 Vespasiano;0.0;17.0;0.0;1.0;0.0;0.0;0.0;18.0
317130 Viçosa;0.0;17.0;1.0;2.0;0.0;0.0;0.0;20.0
317140 Vieiras;0.0;2.0;1.0;0.0;0.0;0.0;0.0;3.0
317160 Virgem da Lapa;0.0;7.0;0.0;1.0;0.0;0.0;0.0;8.0
317170 Virgínia;1.0;2.0;0.0;1.0;0.0;0.0;0.0;4.0
317180 Virginópolis;1.0;3.0;0.0;1.0;0.0;0.0;0.0;5.0
317190 Virgolândia;0.0;4.0;0.0;0.0;0.0;0.0;0.0;4.0
317200 Visconde do Rio Branco;0.0;11.0;1.0;1.0;0.0;0.0;0.0;13.0
317210 Volta Grande;2.0;3.0;0.0;0.0;0.0;0.0;0.0;5.0
317220 Wenceslau Braz;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
320010 Afonso Cláudio;4.0;8.0;1.0;1.0;0.0;0.0;0.0;14.0
320016 Água Doce do Norte;0.0;6.0;2.0;0.0;0.0;0.0;0.0;8.0
320013 Águia Branca;0.0;6.0;0.0;0.0;0.0;0.0;0.0;6.0
320020 Alegre;0.0;10.0;2.0;1.0;0.0;1.0;0.0;14.0
320030 Alfredo Chaves;0.0;6.0;1.0;0.0;0.0;0.0;0.0;7.0
320035 Alto Rio Novo;0.0;5.0;0.0;0.0;0.0;0.0;0.0;5.0
320040 Anchieta;1.0;11.0;3.0;2.0;0.0;0.0;0.0;17.0
320050 Apiacá;0.0;4.0;0.0;1.0;0.0;0.0;0.0;5.0
320060 Aracruz;1.0;16.0;9.0;1.0;0.0;0.0;0.0;27.0
320070 Atilio Vivacqua;0.0;5.0;0.0;1.0;0.0;0.0;0.0;6.0
320080 Baixo Guandu;3.0;29.0;1.0;1.0;0.0;0.0;0.0;34.0
320090 Barra de São Francisco;1.0;15.0;5.0;2.0;0.0;0.0;0.0;23.0
320100 Boa Esperança;5.0;6.0;2.0;0.0;0.0;0.0;0.0;13.0
320110 Bom Jesus do Norte;0.0;5.0;0.0;0.0;0.0;1.0;0.0;6.0
320115 Brejetuba;0.0;6.0;0.0;0.0;0.0;0.0;0.0;6.0
320120 Cachoeiro de Itapemirim;0.0;35.0;10.0;5.0;1.0;0.0;0.0;51.0
320130 Cariacica;0.0;35.0;4.0;3.0;1.0;0.0;0.0;43.0
320140 Castelo;0.0;9.0;3.0;1.0;0.0;0.0;0.0;13.0
320150 Colatina;13.0;32.0;3.0;7.0;0.0;0.0;0.0;55.0
320160 Conceição da Barra;1.0;10.0;1.0;1.0;0.0;0.0;0.0;13.0
320170 Conceição do Castelo;0.0;5.0;2.0;1.0;0.0;0.0;0.0;8.0
320180 Divino de São Lourenço;0.0;3.0;2.0;0.0;0.0;0.0;0.0;5.0
320190 Domingos Martins;8.0;11.0;1.0;1.0;0.0;0.0;0.0;21.0
320200 Dores do Rio Preto;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0
320210 Ecoporanga;0.0;9.0;0.0;1.0;0.0;0.0;0.0;10.0
320220 Fundão;0.0;3.0;1.0;0.0;0.0;0.0;0.0;4.0
320225 Governador Lindenberg;0.0;5.0;1.0;0.0;0.0;0.0;0.0;6.0
320230 Guaçuí;0.0;11.0;7.0;1.0;0.0;0.0;0.0;19.0
320240 Guarapari;5.0;23.0;10.0;2.0;0.0;0.0;0.0;40.0
320245 Ibatiba;1.0;7.0;0.0;1.0;0.0;0.0;0.0;9.0
320250 Ibiraçu;10.0;5.0;1.0;0.0;0.0;0.0;0.0;16.0
320255 Ibitirama;0.0;4.0;1.0;0.0;0.0;0.0;0.0;5.0
320260 Iconha;0.0;7.0;5.0;1.0;0.0;0.0;0.0;13.0
320265 Irupi;0.0;4.0;1.0;0.0;0.0;0.0;0.0;5.0
320270 Itaguaçu;0.0;10.0;1.0;0.0;0.0;0.0;0.0;11.0
320280 Itapemirim;6.0;11.0;2.0;2.0;0.0;0.0;0.0;21.0
320290 Itarana;5.0;2.0;0.0;1.0;0.0;0.0;0.0;8.0
320300 Iúna;0.0;9.0;7.0;1.0;0.0;0.0;0.0;17.0
320305 Jaguaré;0.0;14.0;3.0;0.0;0.0;0.0;0.0;17.0
320310 Jerônimo Monteiro;1.0;4.0;1.0;1.0;0.0;0.0;0.0;7.0
320313 João Neiva;5.0;5.0;2.0;1.0;0.0;0.0;0.0;13.0
320316 Laranja da Terra;2.0;4.0;0.0;1.0;0.0;0.0;0.0;7.0
320320 Linhares;6.0;31.0;2.0;4.0;0.0;0.0;0.0;43.0
320330 Mantenópolis;4.0;0.0;2.0;0.0;0.0;1.0;0.0;7.0
320332 Marataízes;0.0;15.0;19.0;0.0;0.0;0.0;0.0;34.0
320334 Marechal Floriano;2.0;9.0;0.0;0.0;0.0;0.0;0.0;11.0
320335 Marilândia;0.0;6.0;1.0;0.0;0.0;0.0;0.0;7.0
320340 Mimoso do Sul;1.0;11.0;0.0;1.0;0.0;0.0;0.0;13.0
320350 Montanha;0.0;8.0;1.0;1.0;0.0;0.0;0.0;10.0
320360 Mucurici;1.0;4.0;0.0;0.0;0.0;0.0;0.0;5.0
320370 Muniz Freire;8.0;0.0;1.0;1.0;0.0;0.0;0.0;10.0
320380 Muqui;0.0;6.0;0.0;1.0;0.0;0.0;0.0;7.0
320390 Nova Venécia;8.0;14.0;1.0;1.0;0.0;0.0;0.0;24.0
320400 Pancas;0.0;10.0;0.0;1.0;0.0;0.0;0.0;11.0
320405 Pedro Canário;2.0;5.0;0.0;1.0;0.0;0.0;0.0;8.0
320410 Pinheiros;4.0;7.0;5.0;1.0;0.0;0.0;0.0;17.0
320420 Piúma;2.0;9.0;0.0;1.0;0.0;0.0;0.0;12.0
320425 Ponto Belo;2.0;3.0;0.0;0.0;0.0;0.0;0.0;5.0
320430 Presidente Kennedy;0.0;11.0;0.0;0.0;0.0;0.0;0.0;11.0
320435 Rio Bananal;5.0;1.0;0.0;0.0;0.0;0.0;0.0;6.0
320440 Rio Novo do Sul;0.0;7.0;2.0;0.0;0.0;0.0;0.0;9.0
320450 Santa Leopoldina;0.0;6.0;0.0;1.0;0.0;0.0;0.0;7.0
320455 Santa Maria de Jetibá;3.0;13.0;2.0;1.0;0.0;0.0;0.0;19.0
320460 Santa Teresa;0.0;10.0;0.0;1.0;0.0;0.0;0.0;11.0
320465 São Domingos do Norte;3.0;5.0;0.0;0.0;0.0;0.0;0.0;8.0
320470 São Gabriel da Palha;6.0;5.0;7.0;3.0;0.0;0.0;0.0;21.0
320480 São José do Calçado;0.0;5.0;1.0;1.0;0.0;0.0;0.0;7.0
320490 São Mateus;0.0;28.0;10.0;2.0;1.0;0.0;0.0;41.0
320495 São Roque do Canaã;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0
320500 Serra;0.0;40.0;22.0;5.0;2.0;0.0;0.0;69.0
320501 Sooretama;0.0;6.0;0.0;0.0;0.0;1.0;0.0;7.0
320503 Vargem Alta;0.0;9.0;1.0;1.0;0.0;0.0;0.0;11.0
320506 Venda Nova do Imigrante;0.0;5.0;3.0;0.0;1.0;0.0;0.0;9.0
320510 Viana;0.0;27.0;0.0;0.0;0.0;0.0;0.0;27.0
320515 Vila Pavão;5.0;2.0;0.0;0.0;0.0;0.0;0.0;7.0
320517 Vila Valério;0.0;6.0;0.0;0.0;0.0;0.0;0.0;6.0
320520 Vila Velha;0.0;30.0;63.0;10.0;1.0;0.0;0.0;104.0
320530 Vitória;0.0;30.0;56.0;12.0;10.0;0.0;0.0;108.0
330010 Angra dos Reis;0.0;50.0;5.0;7.0;0.0;0.0;0.0;62.0
330015 Aperibé;2.0;6.0;1.0;1.0;0.0;0.0;0.0;10.0
330020 Araruama;20.0;0.0;7.0;6.0;0.0;0.0;0.0;33.0
330022 Areal;1.0;5.0;1.0;1.0;0.0;0.0;0.0;8.0
330023 Armação dos Búzios;0.0;16.0;2.0;1.0;0.0;0.0;0.0;19.0
330025 Arraial do Cabo;0.0;9.0;2.0;1.0;0.0;1.0;0.0;13.0
330030 Barra do Piraí;0.0;25.0;11.0;4.0;1.0;0.0;0.0;41.0
330040 Barra Mansa;10.0;41.0;2.0;3.0;5.0;0.0;0.0;61.0
330045 Belford Roxo;1.0;39.0;21.0;3.0;4.0;0.0;0.0;68.0
330050 Bom Jardim;2.0;9.0;2.0;1.0;0.0;0.0;0.0;14.0
330060 Bom Jesus do Itabapoana;1.0;14.0;11.0;1.0;0.0;0.0;0.0;27.0
330070 Cabo Frio;27.0;4.0;9.0;8.0;3.0;1.0;1.0;53.0
330080 Cachoeiras de Macacu;0.0;22.0;1.0;1.0;0.0;0.0;0.0;24.0
330090 Cambuci;2.0;5.0;0.0;1.0;0.0;1.0;0.0;9.0
330100 Campos dos Goytacazes;2.0;77.0;83.0;12.0;5.0;0.0;1.0;180.0
330110 Cantagalo;9.0;1.0;3.0;2.0;0.0;0.0;0.0;15.0
330093 Carapebus;0.0;4.0;0.0;0.0;0.0;1.0;0.0;5.0
330115 Cardoso Moreira;1.0;7.0;0.0;0.0;0.0;1.0;0.0;9.0
330120 Carmo;2.0;6.0;1.0;1.0;0.0;0.0;0.0;10.0
330130 Casimiro de Abreu;0.0;12.0;3.0;1.0;0.0;0.0;0.0;16.0
330095 Comendador Levy Gasparian;4.0;4.0;1.0;0.0;0.0;0.0;0.0;9.0
330140 Conceição de Macabu;11.0;4.0;0.0;1.0;0.0;0.0;0.0;16.0
330150 Cordeiro;0.0;7.0;1.0;1.0;0.0;0.0;0.0;9.0
330160 Duas Barras;3.0;6.0;0.0;1.0;0.0;0.0;0.0;10.0
330170 Duque de Caxias;1.0;52.0;18.0;11.0;3.0;6.0;0.0;91.0
330180 Engenheiro Paulo de Frontin;4.0;6.0;2.0;1.0;0.0;0.0;0.0;13.0
330185 Guapimirim;5.0;5.0;1.0;1.0;1.0;0.0;0.0;13.0
330187 Iguaba Grande;0.0;8.0;3.0;0.0;0.0;0.0;0.0;11.0
330190 Itaboraí;0.0;39.0;7.0;4.0;1.0;0.0;0.0;51.0
330200 Itaguaí;1.0;26.0;5.0;3.0;0.0;0.0;0.0;35.0
330205 Italva;9.0;0.0;0.0;1.0;0.0;0.0;0.0;10.0
330210 Itaocara;9.0;4.0;6.0;2.0;0.0;0.0;0.0;21.0
330220 Itaperuna;0.0;25.0;10.0;5.0;0.0;0.0;0.0;40.0
330225 Itatiaia;2.0;9.0;3.0;1.0;0.0;0.0;0.0;15.0
330227 Japeri;0.0;12.0;3.0;1.0;0.0;0.0;0.0;16.0
330230 Laje do Muriaé;0.0;5.0;1.0;1.0;0.0;0.0;0.0;7.0
330240 Macaé;3.0;47.0;20.0;5.0;1.0;1.0;0.0;77.0
330245 Macuco;1.0;3.0;1.0;0.0;0.0;0.0;0.0;5.0
330250 Magé;0.0;46.0;3.0;2.0;3.0;3.0;1.0;58.0
330260 Mangaratiba;0.0;18.0;0.0;1.0;0.0;0.0;0.0;19.0
330270 Maricá;1.0;25.0;1.0;2.0;1.0;1.0;0.0;31.0
330280 Mendes;0.0;13.0;2.0;1.0;0.0;0.0;0.0;16.0
330285 Mesquita;0.0;14.0;3.0;1.0;1.0;0.0;0.0;19.0
330290 Miguel Pereira;6.0;12.0;8.0;1.0;0.0;0.0;0.0;27.0
330300 Miracema;2.0;10.0;1.0;1.0;0.0;1.0;0.0;15.0
330310 Natividade;0.0;7.0;1.0;1.0;0.0;0.0;0.0;9.0
330320 Nilópolis;2.0;10.0;4.0;2.0;2.0;0.0;0.0;20.0
330330 Niterói;37.0;17.0;19.0;11.0;11.0;0.0;0.0;95.0
330340 Nova Friburgo;1.0;24.0;12.0;4.0;2.0;0.0;0.0;43.0
330350 Nova Iguaçu;36.0;22.0;56.0;3.0;7.0;0.0;2.0;126.0
330360 Paracambi;4.0;12.0;0.0;2.0;1.0;0.0;0.0;19.0
330370 Paraíba do Sul;0.0;22.0;1.0;1.0;1.0;0.0;0.0;25.0
330380 Paraty;0.0;10.0;0.0;1.0;0.0;0.0;0.0;11.0
330385 Paty do Alferes;6.0;9.0;3.0;0.0;0.0;0.0;0.0;18.0
330390 Petrópolis;8.0;43.0;49.0;7.0;5.0;1.0;0.0;113.0
330395 Pinheiral;0.0;11.0;0.0;1.0;0.0;0.0;0.0;12.0
330400 Piraí;2.0;10.0;0.0;1.0;0.0;0.0;0.0;13.0
330410 Porciúncula;0.0;9.0;1.0;0.0;0.0;0.0;0.0;10.0
330411 Porto Real;0.0;7.0;6.0;1.0;0.0;0.0;0.0;14.0
330412 Quatis;2.0;4.0;1.0;1.0;0.0;0.0;0.0;8.0
330414 Queimados;1.0;19.0;3.0;0.0;2.0;0.0;0.0;25.0
330415 Quissamã;0.0;9.0;1.0;1.0;0.0;0.0;0.0;11.0
330420 Resende;1.0;28.0;5.0;6.0;2.0;0.0;0.0;42.0
330430 Rio Bonito;2.0;19.0;15.0;1.0;0.0;0.0;0.0;37.0
330440 Rio Claro;0.0;9.0;1.0;1.0;0.0;1.0;0.0;12.0
330450 Rio das Flores;4.0;5.0;1.0;1.0;0.0;0.0;0.0;11.0
330452 Rio das Ostras;0.0;14.0;24.0;5.0;0.0;0.0;0.0;43.0
330455 Rio de Janeiro;0.0;312.0;106.0;118.0;64.0;8.0;4.0;612.0
330460 Santa Maria Madalena;8.0;0.0;1.0;1.0;0.0;0.0;0.0;10.0
330470 Santo Antônio de Pádua;0.0;12.0;1.0;3.0;0.0;0.0;0.0;16.0
330480 São Fidélis;8.0;8.0;3.0;1.0;0.0;0.0;0.0;20.0
330475 São Francisco de Itabapoana;1.0;20.0;7.0;1.0;0.0;0.0;0.0;29.0
330490 São Gonçalo;78.0;43.0;55.0;9.0;6.0;0.0;1.0;192.0
330500 São João da Barra;0.0;15.0;5.0;2.0;0.0;4.0;0.0;26.0
330510 São João de Meriti;0.0;19.0;20.0;3.0;1.0;0.0;0.0;43.0
330513 São José de Ubá;0.0;6.0;0.0;0.0;0.0;0.0;0.0;6.0
330515 São José do Vale do Rio Preto;8.0;0.0;4.0;1.0;0.0;0.0;1.0;14.0
330520 São Pedro da Aldeia;1.0;25.0;2.0;2.0;1.0;0.0;0.0;31.0
330530 São Sebastião do Alto;5.0;0.0;1.0;1.0;0.0;1.0;0.0;8.0
330540 Sapucaia;4.0;10.0;3.0;0.0;0.0;1.0;0.0;18.0
330550 Saquarema;0.0;17.0;2.0;2.0;0.0;0.0;0.0;21.0
330555 Seropédica;0.0;19.0;1.0;1.0;1.0;0.0;0.0;22.0
330560 Silva Jardim;3.0;13.0;3.0;1.0;0.0;0.0;0.0;20.0
330570 Sumidouro;3.0;6.0;0.0;1.0;0.0;0.0;0.0;10.0
330575 Tanguá;0.0;11.0;0.0;1.0;1.0;0.0;0.0;13.0
330580 Teresópolis;0.0;21.0;11.0;3.0;1.0;0.0;0.0;36.0
330590 Trajano de Moraes;5.0;5.0;1.0;1.0;0.0;0.0;0.0;12.0
330600 Três Rios;29.0;3.0;6.0;1.0;1.0;0.0;0.0;40.0
330610 Valença;2.0;25.0;4.0;5.0;0.0;2.0;0.0;38.0
330615 Varre-Sai;0.0;6.0;1.0;1.0;0.0;0.0;0.0;8.0
330620 Vassouras;9.0;14.0;1.0;3.0;0.0;0.0;0.0;27.0
330630 Volta Redonda;0.0;47.0;14.0;9.0;1.0;1.0;0.0;72.0
350010 Adamantina;0.0;9.0;4.0;1.0;1.0;0.0;0.0;15.0
